0 0.291605 0.00346405
1 -0.00288805 0.160292
2 0.384856 0.1571
3 0.199826 0.165521
4 0.451187 0.133753
5 0.35312 0.181138
6 0.248913 0.177624
7 0.239684 0.142897
8 0.293413 0.168877
9 0.0246421 0.174323
10 0.604223 0.182002
11 0.404998 0.135239
12 0.343564 0.149544
13 0.158982 0.14514
14 0.638534 0.125
15 0.251032 0.181835
16 0.183646 0.144246
17 0.171964 0.127001
18 0.269012 0.127091
19 0.257989 0.141448
20 0.491284 0.168066
21 0.446558 0.111679
22 0.297628 0.17056
23 0.302297 0.124774
24 0.17835 0.162962
25 0.0992589 0.109975
26 0.298046 0.185592
27 0.491995 0.159671
28 0.170367 0.097432
29 0.217076 0.20091
30 0.127204 0.147211
31 0.261054 0.150236
32 0.446794 0.132558
33 0.35443 0.15422
34 0.215009 0.0852917
35 0.210636 0.112421
36 0.334734 0.14822
37 0.253722 0.137807
38 0.197399 0.141502
39 0.47427 0.152233
40 0.389149 0.153502
41 0.419794 0.13074
42 0.259575 0.107913
43 0.227145 0.157497
44 0.490455 0.125036
45 0.279706 0.126373
46 0.0930006 0.144201
47 0.345328 0.135372
48 0.203282 0.129648
49 0.45395 0.141832
50 0.478631 0.139498
51 0.645315 0.0966055
52 0.573094 0.123619
53 0.194677 0.165616
54 0.480829 0.143421
55 0.4631 0.148169
56 0.226717 0.129442
57 0.0867978 0.152932
58 0.445184 0.129605
59 0.425103 0.13646
60 0.432063 0.0830672
61 0.404992 0.135904
62 0.434454 0.119926
63 0.546409 0.116942
64 0.311818 0.145164
65 0.16426 0.136934
66 0.257888 0.101964
67 0.428675 0.15684
68 0.275604 0.114088
69 0.0197591 0.115073
70 0.398373 0.116654
71 0.285233 0.119797
72 0.41341 0.115385
73 0.172223 0.115106
74 0.194362 0.0872424
75 0.392851 0.0779397
76 0.423122 0.105971
77 0.0113756 0.118852
78 0.307004 0.133779
79 0.342653 0.139333
80 0.319919 0.1255
81 0.351123 0.116514
82 0.488408 0.0991916
83 0.232615 0.135439
84 0.303141 0.117978
85 0.451737 0.155962
86 0.39277 0.109213
87 0.252591 0.0998583
88 0.489187 0.131507
89 0.432395 0.160091
90 0.352828 0.143656
91 0.203092 0.113181
92 0.220808 0.125853
93 0.221171 0.126404
94 0.558384 0.14987
95 0.277057 0.0911372
96 0.363213 0.121754
97 0.329181 0.132158
98 0.63174 0.115731
99 0.249359 0.12184
100 0.270651 0.162459
101 0.233729 0.102832
102 0.287876 0.132921
103 0.419013 0.136762
104 0.376656 0.135003
105 0.37383 0.144102
106 0.369148 0.133504
107 0.397478 0.132005
108 0.262851 0.118678
109 0.46438 0.121296
110 0.267958 0.11139
111 0.786747 0.116595
112 0.336392 0.127359
113 0.391225 0.0855126
114 0.185639 0.134041
115 0.102386 0.121053
116 0.360658 0.136204
117 -0.11703 0.143087
118 0.437567 0.0815705
119 0.353729 0.101351
120 0.270105 0.144634
121 0.0560077 0.132884
122 0.105794 0.13414
123 0.450845 0.0960873
124 0.202289 0.11835
125 0.322885 0.112943
126 0.258485 0.145641
127 0.380557 0.165866
128 0.478384 0.150782
129 0.332294 0.137351
130 0.316336 0.138653
131 0.334371 0.111728
132 0.444634 0.110784
133 0.211183 0.150258
134 0.320546 0.126935
135 0.454922 0.127909
136 0.322332 0.111738
137 0.610202 0.0934491
138 0.177034 0.116853
139 0.189899 0.103713
140 0.306862 0.116905
141 0.320393 0.164114
142 0.197142 0.156745
143 0.129478 0.153154
144 0.0323538 0.138067
145 0.458776 0.0892923
146 0.193657 0.14299
147 0.247974 0.157783
148 0.18963 0.165652
149 0.430901 0.102233
150 0.387207 0.119825
151 0.279992 0.141233
152 0.37754 0.133504
153 0.301474 0.136804
154 0.259708 0.0949549
155 0.27078 0.0739265
156 0.525158 0.109413
157 0.353927 0.125083
158 0.134182 0.11101
159 0.284859 0.156687
160 0.577818 0.112448
161 0.122646 0.148918
162 0.356933 0.119905
163 0.370615 0.123674
164 0.409479 0.0962758
165 0.10123 0.130418
166 0.316439 0.110527
167 0.308525 0.134162
168 0.351065 0.110077
169 0.616822 0.10163
170 0.115029 0.124142
171 0.228642 0.122095
172 0.55212 0.119935
173 0.236275 0.14264
174 0.368917 0.127999
175 0.246081 0.138813
176 0.369142 0.121337
177 0.358644 0.125168
178 0.232886 0.173101
179 0.3679 0.153363
180 0.300047 0.120384
181 0.472386 0.119677
182 0.283222 0.126539
183 0.125063 0.128037
184 0.314682 0.137013
185 0.25213 0.0990458
186 0.429168 0.118795
187 0.266477 0.133165
188 0.474638 0.155117
189 0.140521 0.133557
190 0.391904 0.0959073
191 0.24325 0.141733
192 0.342009 0.118146
193 0.413493 0.135583
194 0.406676 0.115129
195 0.406953 0.0952566
196 0.350776 0.13907
197 0.279538 0.102106
198 0.332979 0.0990121
199 0.5397 0.124887
200 0.373894 0.106428
201 0.227068 0.139646
202 0.192989 0.108593
203 0.430823 0.126354
204 0.321347 0.12461
205 0.349941 0.0896528
206 0.272842 0.133291
207 0.188308 0.111676
208 0.11352 0.100939
209 0.644034 0.10277
210 0.23909 0.131743
211 0.382903 0.157658
212 0.609681 0.169798
213 0.49133 0.158142
214 0.270154 0.0820542
215 0.299682 0.130981
216 0.248711 0.134504
217 0.218576 0.140651
218 0.425421 0.133196
219 0.371041 0.114613
220 0.379762 0.147267
221 0.552062 0.115031
222 0.267447 0.103771
223 0.111914 0.120585
224 0.371083 0.10188
225 0.244733 0.131864
226 0.15375 0.0985249
227 0.598316 0.0931645
228 0.217739 0.128873
229 0.314099 0.135109
230 0.327392 0.118298
231 0.311405 0.0939555
232 0.316325 0.121832
233 0.386796 0.126252
234 0.449324 0.131127
235 0.172505 0.162471
236 0.430371 0.123664
237 0.171205 0.12718
238 0.287769 0.105009
239 0.456492 0.12524
240 0.143954 0.118592
241 0.267851 0.130439
242 0.250592 0.124318
243 0.200309 0.135888
244 0.53145 0.101396
245 0.190718 0.104456
246 0.0318856 0.129487
247 0.448973 0.12566
248 0.345076 0.175409
249 0.447911 0.140039
250 0.354295 0.12486
251 0.246123 0.134288
252 0.335833 0.116537
253 0.458809 0.0946552
254 0.426789 0.0917111
255 0.13761 0.119054
256 0.302601 0.173805
257 0.341536 0.118574
258 0.42789 0.104282
259 0.278601 0.1483
260 0.137159 0.122826
261 0.308207 0.16801
262 0.257876 0.112925
263 0.156516 0.122105
264 0.264322 0.111777
265 0.313615 0.0997282
266 0.228016 0.121428
267 0.195651 0.120088
268 0.152721 0.12667
269 0.515046 0.158586
270 0.191939 0.148573
271 0.648895 0.171213
272 0.347986 0.163824
273 0.19272 0.127632
274 0.63441 0.132495
275 0.166314 0.142378
276 0.442842 0.132751
277 0.375233 0.159744
278 0.0355654 0.162796
279 0.120572 0.132412
280 0.442368 0.146023
281 0.366834 0.186056
282 0.256031 0.0991922
283 0.448282 0.154014
284 0.32263 0.201317
285 0.524684 0.141122
